CustomerID,Recency,Frequency,Monetary,Cluster
13760,54,2,286.79,0
13761,50,2,1070.65,3
13762,219,1,133.2,2
13764,71,3,1519.42,3
13767,2,36,5595.34,1
13769,2,10,2182.4300000000003,1
13771,64,4,1875.15,3
13772,34,3,953.98,3
13774,82,1,345.0,2
13777,9,17,1432.1000000000001,1
13778,103,1,178.7,2
13780,7,2,274.21,0
13781,251,1,127.84,2
13782,13,6,908.86,1
13784,10,4,301.71,0
13786,367,1,109.2,2
13787,76,2,309.04,2
13790,4,1,348.79999999999995,0
13792,66,2,195.55,2
13798,1,11,473.33,1
13799,117,2,552.96,3
13800,310,1,471.72,2
13801,67,1,324.8,2
13802,139,3,317.71999999999997,2
13803,255,1,277.07,2
13804,31,7,2319.13,1
13805,52,2,158.76,2
13806,64,1,190.98000000000002,2
13807,367,1,112.6,2
13808,6,5,1253.3600000000001,1
13809,305,1,155.05,2
13810,29,2,482.56,0
13811,184,2,72.0,2
13812,42,3,539.0,3
13813,40,4,1153.8600000000001,3
13814,92,2,971.02,3
13815,22,4,2683.98,3
13816,24,2,424.62,0
13817,29,2,382.98,0
13819,302,3,542.35,3
13821,145,2,385.64,2
13822,6,2,508.1,0
13823,19,2,596.4,0
13824,33,4,736.94,3
13826,176,1,189.5,2
13827,58,3,409.8,3
13828,22,1,209.49,0
13831,16,4,526.55,0
13832,19,1,52.2,0
13833,159,1,383.85,2
13835,25,4,834.57,3
13837,212,2,221.59,2
13838,6,4,674.82,0
13842,59,9,3245.42,1
13844,11,1,361.62,0
13845,65,1,165.98000000000002,2
13846,25,3,865.0600000000001,3
13849,52,2,1498.35,3
13850,129,1,1595.48,3
13851,96,3,1277.34,3
13853,57,1,303.96000000000004,2
13854,9,19,881.35,1
13856,169,3,150.9,2
13858,57,1,216.17000000000002,2
13859,326,1,201.16,2
13860,1,5,1245.9,1
13862,18,8,2119.36,1
13863,248,1,305.78,2
13865,58,4,501.56,3
13866,74,1,145.67,2
13867,31,3,941.49,3
13868,39,1,459.84,0
13869,123,4,3083.65,3
13870,2,8,1804.3400000000001,1
13871,23,13,5602.05,1
13873,120,3,389.6,3
13874,358,1,280.1,2
13875,54,5,1568.99,3
13876,64,1,122.7,2
13877,86,1,47.64,2
13878,55,1,583.9,0
13880,21,13,2772.42,1
13881,67,5,919.6800000000001,3
13882,3,5,1081.28,1
13883,11,5,2457.08,1
13884,7,5,718.3000000000001,1
13885,189,2,455.8,2
13886,71,1,243.56,2
13887,204,1,349.55,2
13888,120,2,595.67,3
13889,93,1,265.7,2
13890,1,10,1844.21,1
13892,64,2,395.73,3
13893,298,1,287.5,2
13894,24,2,443.3,0
13895,28,4,2051.92,3
13897,50,1,258.06,2
13898,326,1,155.93,2
13899,16,2,297.92,0
13900,183,3,638.95,3
13901,72,5,2516.23,3
13904,37,2,332.64,0
13908,80,4,1838.79,3
13911,57,9,2198.51,1
13914,12,2,521.15,0
13917,50,2,272.04,0
13918,50,2,460.8,3
13919,59,2,384.81,3
13922,352,1,132.45,2
13923,54,1,351.13,0
13924,2,6,1838.8500000000001,1
13925,93,4,678.25,3
13926,23,1,183.9,0
13927,75,1,307.39,2
13928,11,4,464.57,0
13929,169,2,103.65,2
13930,58,2,297.74,0
13931,96,2,941.97,3
13932,295,1,307.4,2
13933,109,2,401.19,2
13934,264,1,532.5,2
13936,180,1,376.58,2
13937,169,1,158.85,2
13938,35,1,71.66,2
13939,23,3,568.55,3
13940,17,4,799.5400000000001,3
13941,22,5,219.00000000000003,0
13946,79,3,64.05,2
13947,65,1,90.60000000000001,2
13948,361,1,55.2,2
13949,3,6,2032.6100000000001,1
13950,11,4,518.8000000000001,0
13951,176,3,674.45,3
13952,218,2,2261.721,3
13953,7,2,182.48000000000002,0
13954,2,2,439.92,0
13955,154,2,271.96,2
13956,5,5,970.26,1
13959,79,3,551.54,3
13960,21,2,159.42000000000002,0
13962,22,2,169.54999999999998,0
13963,308,4,564.74,3
13967,146,1,35.7,2
13969,7,18,6420.0,1
13971,19,8,2505.9,1
13972,71,2,190.25,2
13973,287,1,157.7,2
13974,49,1,413.59000000000003,0
13975,31,6,2238.13,1
13976,207,1,109.82,2
13978,15,2,156.23,0
13979,73,1,869.87,3
13980,60,1,113.14,2
13982,39,4,1405.6100000000001,3
13983,40,9,1234.39,1
13984,27,4,239.63,0
13985,4,15,6397.62,1
13986,17,1,200.82,0
13988,20,6,3704.04,1
13989,66,2,524.5600000000001,3
13990,213,1,311.3,2
13991,12,6,813.28,1
13992,30,1,76.8,0
13993,43,9,2139.46,1
13994,4,6,2185.04,1
13995,15,5,1393.69,1
13999,10,12,3158.59,1
14000,211,1,144.6,2
14001,46,3,449.6,3
14002,134,2,529.73,3
14004,43,7,2947.7,1
14005,10,5,1104.32,1
14006,116,3,519.55,3
14009,198,2,695.61,3
14012,278,1,289.2,2
14013,110,3,433.41999999999996,3
14014,77,1,505.18,2
14015,53,1,151.5,2
14016,162,4,2545.53,3
14019,47,3,1000.8100000000001,3
14020,17,2,603.2,0
14021,155,2,325.70000000000005,2
14022,225,1,440.0,2
14023,7,2,539.52,0
14024,122,2,327.7,2
14027,61,1,104.82,2
14029,63,2,191.46,2
14030,18,8,1797.64,1
14031,7,15,1843.88,1
14032,16,10,2090.95,1
14034,22,3,415.29,0
14035,29,5,789.0,3
14036,285,1,626.65,2
14037,176,2,147.20000000000002,2
14038,78,3,1520.78,3
14039,33,1,82.6,0
14040,41,12,2256.42,1
14041,266,1,101.51,2
14044,27,4,596.47,3
14046,284,1,114.67,2
14047,9,5,517.77,0
14048,305,1,409.93,2
14049,17,4,4532.42,1
14050,32,2,746.36,3
14051,1,19,1956.19,1
14052,20,1,225.35999999999999,0
14053,160,1,41.75,2
14054,65,1,92.46000000000001,2
14055,106,1,128.04,2
14056,1,23,7310.75,1
14057,24,16,3526.97,1
14059,267,1,132.6,2
14060,5,18,2328.34,1
14062,10,7,635.01,1
14064,29,5,800.34,3
14066,267,1,152.55,2
14067,64,2,374.7,3
14068,320,1,225.35,2
14071,4,8,1397.01,1
14073,32,1,151.04,0
14075,5,3,608.48,0
14076,129,1,118.67,2
14077,78,4,327.7,3
14078,102,6,417.42,3
14079,125,1,148.9,2
14080,33,1,45.599999999999994,2
14081,302,2,921.62,3
14082,365,1,182.25,2
14083,4,9,1002.9,1
14085,2,18,4189.89,1
14087,3,1,191.47,0
14088,10,10,3244.42,1
14089,57,1,158.75,2
14092,8,14,3454.56,1
14093,12,1,433.86,0
14096,4,17,41309.87,1
14098,37,1,86.14999999999999,2
14099,16,11,2748.09,1
14100,138,1,191.95,2
14101,295,1,28.15,2
14102,5,5,551.18,1
14104,155,2,131.21,2
14105,239,1,1042.52,2
14107,52,7,2119.28,3
14108,31,2,538.51,0
14109,73,1,144.2,2
14110,37,10,2227.27,1
14111,14,3,78.3,0
14112,23,7,2731.55,1
14113,4,4,452.62,0
14114,274,2,296.83,2
14116,20,5,1243.66,3
14117,144,1,90.0,2
14121,4,4,2425.49,1
14124,84,1,48.08,2
14125,11,3,2633.23,1
14126,11,1,213.35000000000002,0
14127,123,3,709.71,3
14128,61,2,637.5,3
14129,2,5,1039.8600000000001,1
14130,319,1,440.11,2
14132,2,11,2854.19,1
14133,130,3,566.04,3
14135,2,14,1728.2,1
14138,2,2,815.88,0
14139,46,1,354.62,0
14140,4,2,935.05,0
14141,3,4,701.23,0
14142,373,1,311.81,2
14143,134,1,115.8,2
14146,9,5,3297.5,1
14147,78,1,15.0,2
14148,234,1,29.7,2
14149,221,1,446.62,2
14150,36,2,329.68,0
14152,75,2,621.29,3
14154,239,2,830.52,3
14155,266,1,118.75,2
14156,10,38,13137.98,1
14157,20,2,424.89000000000004,0
14158,40,1,507.65999999999997,0
14159,20,11,4579.35,1
14161,216,3,1057.82,3
14162,174,2,248.56,2
14163,87,4,485.40999999999997,3
14164,81,1,374.4,2
14165,276,1,120.44,2
14167,39,4,562.59,3
14171,98,1,363.79,2
14173,11,4,274.24,0
14174,33,1,134.46,0
14175,60,3,2571.85,3
14176,297,4,576.9000000000001,3
14177,96,3,249.66,2
14178,9,7,1540.86,1
14179,41,2,701.57,3
14180,11,25,4087.82,1
14184,67,1,413.09,2
14185,331,1,32.65,2
14188,31,6,740.56,3
14189,2,15,4076.19,1
14191,2,13,3932.7400000000002,1
14193,68,2,700.19,3
14194,5,20,9556.58,1
14196,107,1,90.72,2
14198,18,4,660.6,3
14199,218,1,10.2,2
14201,60,7,566.36,3
14204,2,1,150.61,0
14205,17,2,466.7,0
14206,239,1,328.15999999999997,2
14208,95,1,151.74,2
14209,11,6,1558.43,1
14210,106,6,1775.44,3
14211,53,9,1932.5,1
14214,31,5,1004.38,3
14215,12,6,1789.72,1
14216,3,4,926.15,1
14217,2,17,1667.7,1
14218,43,1,169.48000000000002,0
14219,4,1,89.94,0
14220,247,2,313.97,2
14221,42,9,3010.2,1
14222,177,1,601.57,2
14223,92,3,951.53,3
14224,110,4,840.38,3
14226,29,5,831.09,3
14227,26,10,2896.36,1
14229,52,3,419.59000000000003,3
14231,184,3,845.8100000000001,3
14232,43,5,1903.17,3
14233,49,4,421.66,3
14234,22,4,709.12,3
14235,75,5,881.4,3
14236,81,2,180.06,2
14237,373,1,161.0,2
14238,326,1,146.85,2
14239,43,11,2048.1,1
14240,30,2,722.79,3
14241,184,1,147.3,2
14242,235,2,280.55,2
14243,9,10,2272.57,1
14245,220,2,1574.65,3
14246,111,3,1394.86,3
14247,278,1,136.77,2
14248,318,1,98.58,2
14250,7,3,1864.45,1
14251,2,5,1072.14,1
14256,260,2,879.0600000000001,3
14257,64,5,1732.02,3
14258,90,5,238.2,3
14259,142,1,80.4,2
14261,51,2,939.49,3
14262,8,8,2304.61,1
14264,155,2,286.37,2
14265,109,2,530.18,3
14267,163,3,773.94,3
14270,332,1,492.65000000000003,2
14271,226,1,112.32000000000001,2
14272,74,2,437.96,3
14273,51,4,518.37,3
14276,99,3,1033.29,3
14277,15,3,3382.36,3
14280,197,1,134.04,2
14282,3,15,2107.14,1
14284,31,2,595.25,0
14285,21,4,293.93,0
14286,24,3,3931.4900000000002,3
14287,8,3,176.63,0
14288,213,1,261.0,2
14289,9,6,728.5600000000001,1
14290,11,5,1716.04,1
14291,2,11,3703.85,1
14292,8,9,1242.83,1
14293,3,4,909.76,1
14295,40,1,65.4,2
14297,18,4,965.45,3
14298,8,41,25738.29,1
14299,8,8,2390.14,1
14300,19,1,43.2,0
14301,117,1,82.8,2
14304,223,1,335.75,2
14305,71,3,1581.76,3
14306,51,2,366.32,0
14307,89,6,2803.07,3
14309,8,9,1712.3,1
14311,243,1,310.26,2
14312,47,6,1466.39,3
14314,107,1,73.19999999999999,2
14315,45,6,1883.3300000000002,3
14317,65,1,442.58,2
14320,207,2,477.79,2
14321,11,5,1447.35,1
14323,115,2,605.0600000000001,3
14326,242,1,123.85000000000001,2
14327,163,1,148.15,2
14329,17,7,4364.7,1
14331,124,2,462.66,2
14332,23,3,212.37,0
14333,68,1,213.20000000000002,2
14334,17,8,2436.21,1
14335,16,2,454.86,0
14336,17,4,1445.51,3
14338,161,2,537.22,2
14339,243,1,248.32,2
14340,219,1,134.7,2
14341,45,8,2040.26,1
14342,21,4,260.0,0
14344,127,8,717.98,3
14345,39,1,69.38,2
14346,121,2,936.58,3
14348,260,1,271.87,2
14349,10,1,133.5,0
14350,274,1,282.93,2
14352,157,4,884.51,3
14353,215,1,90.6,2
14354,6,2,163.62,0
14355,366,1,174.4,2
14356,80,2,521.83,3
14357,43,1,225.12,0
14359,19,3,912.1800000000001,3
14360,32,4,1932.53,3
14362,22,1,151.5,0
14364,109,8,944.7,3
14367,8,16,7509.860000000001,1
14368,320,1,155.0,2
14371,295,1,60.900000000000006,2
14373,358,1,76.55,2
14375,185,1,235.56,2
14377,191,2,160.85000000000002,2
14379,44,2,348.1,0
14381,52,1,202.68,2
14382,26,1,615.49,0
14383,38,3,1008.54,3
14385,9,3,202.10999999999999,0
14386,297,1,142.4,2
14387,33,3,1601.44,3
14388,10,8,2984.84,1
14389,65,2,670.66,3
14390,10,9,3014.11,1
14393,218,1,67.95,2
14395,2,9,3395.56,1
14396,65,2,487.99,3
14397,3,17,1226.84,1
14400,149,1,363.98,2
14401,4,13,2577.22,1
14403,217,2,64.35,2
14404,34,6,1086.02,3
14406,119,1,156.75,2
14407,107,6,939.88,3
14408,11,7,984.71,1
14409,71,4,791.37,3
14410,92,9,1049.27,3
14412,43,2,648.63,3
14413,362,1,121.05,2
14414,92,7,1344.62,3
14415,1,13,5669.52,1
14416,22,2,189.5,0
14418,4,3,1500.16,1
14419,11,6,1051.79,1
14420,99,1,387.52,2
14421,57,2,315.36,0
14422,1,6,3706.94,1
14423,218,1,20.4,2
14426,24,10,3341.33,1
14427,64,1,236.18,2
14428,7,5,1103.19,1
14431,303,1,346.16,2
14432,10,6,2054.3,1
14436,99,1,89.06,2
14437,366,1,63.0,2
14438,306,1,131.9,2
14439,320,1,81.3,2
14440,8,5,855.08,1
14441,1,4,769.89,1
14442,205,2,893.52,3
14443,54,4,1420.2,3
14446,1,4,1010.35,1
14447,19,5,1163.23,3
14448,9,2,137.75,0
14449,19,4,885.8,3
14450,181,3,483.25,3
14451,60,2,643.9,3
14452,11,2,259.05,0
14453,190,1,119.93,2
14456,5,9,3017.28,1
14457,311,1,68.64,2
14459,155,1,271.6,2
14460,110,3,352.97999999999996,3
14461,148,3,1757.1,3
14462,66,11,1940.97,1
14463,171,1,15.0,2
14465,247,3,477.14,3
14466,29,7,972.25,3
14467,18,4,596.26,3
14470,12,2,411.19,0
14472,104,8,1802.77,3
14473,74,1,149.34,2
14474,46,1,547.66,0
14475,72,3,725.0500000000001,3
14476,257,1,193.0,2
14479,254,2,316.25,2
14480,11,1,229.13,0
14481,165,2,427.55,2
14482,18,6,1073.01,1
14483,282,1,137.1,2
14484,50,1,321.92,0
14485,39,1,162.8,0
14487,27,6,1074.58,3
14488,68,1,781.08,3
14489,207,1,463.38,2
14491,175,2,246.43,2
14493,7,5,2044.27,1
14494,26,1,139.56,0
14495,51,2,123.80000000000001,2
14496,312,2,314.77,2
14497,309,1,475.37,2
14498,43,5,1498.85,3
14499,26,3,808.44,3
14500,88,2,63.45,2
14501,184,2,251.21,2
14502,20,9,2250.73,1
14503,3,6,2330.36,1
14504,47,4,673.26,3
14505,17,8,5357.11,1
14506,17,5,1915.65,1
14507,40,5,1035.03,3
14508,22,2,268.05,0
14511,11,5,1143.73,1
14512,188,2,275.28,2
14513,289,1,18.75,2
14514,61,3,770.6,3
14515,18,6,1188.71,1
14517,33,2,330.45,0
14518,64,1,174.37,2
14520,2,1,43.2,0
14522,92,2,84.26,2
14523,108,1,194.29000000000002,2
14524,32,9,1597.43,1
14525,20,9,2614.58,1
14527,3,55,8125.2300000000005,1
14528,37,1,278.65999999999997,0
14529,60,3,578.61,3
14530,26,6,2494.9700000000003,1
14532,236,4,805.65,3
14533,25,7,916.0,3
14534,3,18,3827.18,1
14535,60,3,2748.19,3
14536,260,1,119.95,2
14537,58,1,88.92,2
14538,65,2,335.15,2
14539,16,2,496.92,0
14540,10,3,952.66,0
14541,59,8,926.75,3
14542,186,1,103.25,2
14543,29,16,807.39,1
14544,24,2,1294.27,3
14546,5,5,2573.93,1
14547,4,8,3660.25,1
14549,311,1,289.24,2
14550,11,2,402.29,0
14551,18,2,186.23,0
14552,152,1,164.22,2
14553,19,5,654.47,3
14554,10,4,1911.21,1
14555,57,2,251.7,0
14557,85,1,132.04,2
14560,17,18,1116.17,1
14561,76,3,1041.16,3
14562,4,17,4058.67,1
14565,96,4,2257.2200000000003,3
14567,57,2,383.40000000000003,3
14569,1,1,50.75,0
14570,281,2,140.71,2
14572,3,7,2373.7400000000002,1
14573,180,9,1594.97,3
14576,372,1,35.400000000000006,2
14577,13,4,859.71,3
14578,3,1,168.63,0
14581,17,1,138.6,0
14582,41,1,114.11,2
14583,6,5,986.96,1
14584,169,4,969.26,3
14585,50,1,157.05,2
14586,277,1,237.35999999999999,2
14587,19,9,1580.29,1
14589,372,1,39.75,2
14591,15,4,1211.71,3
14592,35,3,557.94,3
14593,22,3,542.15,0
14594,7,2,363.33,0
14595,20,6,1555.2,1
14597,11,2,246.0,0
14598,44,1,221.97,0
14600,306,1,393.33000000000004,2
14601,11,1,123.96000000000001,0
14606,1,92,11024.49,1
14607,19,1,45.300000000000004,0
14608,4,3,89.4,0
14616,285,1,10.08,2
14618,9,3,264.6,0
14619,246,1,394.44,2
14620,206,2,412.78000000000003,2
14621,1,5,1517.06,1
14622,185,1,320.58000000000004,2
14623,32,5,826.7,3
14624,57,2,225.85,2
14625,196,2,899.63,3
14626,24,4,1913.3600000000001,3
14628,91,2,384.66,2
14629,4,2,955.26,0
14631,51,3,608.28,3
14632,263,1,114.56,2
14633,266,1,344.90000000000003,2
14636,36,2,527.2900000000001,0
14638,51,1,208.8,2
14639,52,6,2879.4900000000002,3
14640,24,6,1729.53,1
14641,22,1,70.86,0
14642,59,1,19.8,2
14643,170,2,410.76,2
14644,68,2,406.52000000000004,3
14645,157,2,455.14,2
14646,2,44,5666.88,1
14647,201,1,137.04,2
14649,5,4,1096.59,1
14651,67,2,653.75,3
14652,77,1,114.18,2
14653,1,7,1765.75,1
14655,8,4,628.6800000000001,0
14656,169,2,291.05,2
14657,18,4,848.22,3
14658,5,2,207.2,0
14659,9,9,2529.93,1
14660,87,2,159.38,2
14661,27,1,41.05,0
14662,29,4,696.37,3
14664,20,2,636.24,0
14665,61,4,1492.95,3
14666,24,1,195.25,0
14667,11,25,6361.9400000000005,1
14669,242,3,1259.24,3
14670,280,2,392.86,2
14672,235,2,681.2,3
14673,3,5,1195.44,1
14675,16,1,535.52,0
14676,31,4,284.04,0
14680,25,15,1456.17,1
14681,212,1,53.95,2
14682,188,2,52.0,2
14684,26,5,1140.31,3
14687,107,1,177.42000000000002,2
14688,8,20,3148.28,1
14689,209,1,112.80000000000001,2
14690,44,2,355.05,0
14691,31,4,952.39,3
14692,137,4,591.55,3
14693,265,1,45.4,2
14696,4,7,1976.95,1
14697,218,2,148.77,2
14698,2,5,1217.27,1
14699,214,1,109.13000000000001,2
14700,32,3,1512.3,3
14701,11,9,1924.0,1
14702,1,17,3097.34,1
14703,15,1,318.17,0
14704,11,9,1493.96,1
14708,3,2,369.39,0
14709,15,13,2531.64,1
14710,14,4,599.48,0
14711,10,11,1897.31,1
14712,75,2,144.03,2
14713,9,11,2331.8,1
14714,24,1,79.55,0
14715,25,4,702.58,3
14716,43,2,257.11,0
14719,2,5,1581.84,1
14720,6,3,603.8100000000001,0
14722,147,1,180.42,2
14723,10,6,1122.36,1
14725,25,1,535.08,0
14727,274,1,116.03,2
14729,374,1,313.49,2
14730,1,8,1897.57,1
14731,47,3,380.02,3
14732,8,8,2333.29,1
14733,16,12,2228.69,1
14735,4,27,2860.05,1
14737,4,2,123.3,0
14738,43,7,1023.09,3
14739,4,7,446.88,1
14740,197,3,1380.41,3
14741,12,6,970.74,1
14744,16,6,237.48000000000002,0
14745,113,5,1109.86,3
14747,249,1,328.2,2
14748,29,5,1415.75,3
14752,44,1,30.0,2
14753,87,1,563.15,2
14754,45,2,638.05,3
14755,10,11,4036.77,1
14756,15,1,738.96,0
14757,75,1,339.38,2
14758,145,4,1294.86,3
14759,5,3,1625.97,1
14760,297,1,89.2,2
14761,59,2,158.10000000000002,2
14762,264,1,300.52,2
14764,47,1,79.8,2
14765,29,3,254.11,0
14766,8,6,2097.09,1
14768,127,1,80.10000000000001,2
14769,3,8,9571.36,1
14770,232,2,876.4200000000001,3
14772,112,1,139.26,2
14775,58,3,864.3,3
14776,51,11,1640.7,1
14778,127,2,525.0600000000001,3
14779,281,3,346.2,2
14780,55,2,447.68,3
14782,320,1,110.10000000000001,2
14784,26,2,209.48000000000002,0
14785,10,2,77.4,0
14788,7,2,444.99,0
14789,29,1,138.24,0
14790,17,4,660.06,3
14792,64,1,6.2,2
14793,21,1,228.99,0
14794,3,7,1174.51,1
14795,166,1,131.45000000000002,2
14796,1,17,6902.32,1
14798,53,3,173.74,0
14799,51,1,157.7,2
14800,48,12,3752.09,1
14801,61,1,189.34,2
14803,162,3,252.15,2
14804,9,1,143.72,0
14805,15,4,395.2,0
14806,75,1,193.39000000000001,2
14808,40,7,1890.54,3
14810,41,11,2085.33,1
14813,370,2,152.88,2
14815,37,2,778.5,3
14816,197,1,21.85,2
14817,200,2,968.74,3
14818,74,3,468.0,3
14819,64,2,176.07,2
14820,21,4,507.29,3
14821,367,1,48.800000000000004,2
14823,180,3,321.43,2
14824,10,4,273.06,0
14825,4,12,1790.49,1
14828,197,2,46.08,2
14829,29,4,697.55,3
14830,53,1,188.88,2
14834,18,6,1171.8,1
14836,10,3,102.45,0
14837,90,4,1649.5,3
14840,268,1,62.85,2
14841,53,6,2301.03,3
14842,44,4,2380.41,3
14844,64,4,1963.29,3
14847,149,1,256.3,2
14849,22,24,6152.09,1
14850,312,1,325.75,2
14851,23,2,448.35,0
14852,58,6,2470.21,3
14853,24,2,125.4,0
14854,78,7,1836.43,3
14855,119,2,315.65,2
14856,36,3,1025.21,3
14857,60,2,1173.1200000000001,3
14859,13,4,869.94,3
14860,19,1,129.76,0
14861,52,1,86.19,2
14862,26,2,841.2,3
14863,29,1,202.07999999999998,0
14865,7,2,52.2,0
14866,11,6,251.9,0
14867,186,3,669.72,3
14868,3,8,2395.89,1
14869,9,2,721.45,0
14870,262,1,196.75,2
14871,3,4,501.28000000000003,0
14873,210,1,479.88,2
14875,108,2,717.72,3
14878,13,9,1102.89,1
14880,77,3,690.59,3
14881,20,1,255.4,0
14882,27,2,107.4,0
14883,19,6,721.03,3
14885,132,1,54.72,2
14886,253,1,325.0,2
14888,207,1,328.7,2
14889,336,1,135.9,2
14890,254,1,125.65,2
14891,148,2,554.38,3
14893,10,2,1237.8500000000001,0
14894,85,1,351.8,2
14895,8,17,8316.36,1
14896,205,2,429.77000000000004,2
14897,8,4,1014.58,1
14898,23,6,952.96,3
14901,11,9,1085.61,1
14902,26,1,332.66,0
14903,21,5,2750.33,1
14904,2,2,716.42,0
14905,158,2,181.75,2
14907,3,7,2961.13,1
14908,74,1,113.6,2
14910,3,4,434.35,0
14911,1,190,85414.0,1
14912,17,2,409.09000000000003,0
14913,36,4,1063.63,3
14915,91,2,184.48000000000002,2
14916,71,4,1171.78,3
14918,116,2,595.85,3
14920,213,2,977.77,3
14921,30,2,1266.57,3
14923,51,1,702.3,0
14924,246,1,137.65,2
14929,32,1,172.88,0
14930,109,3,2048.26,3
14931,5,4,601.6800000000001,0
14932,366,1,313.53,2
14934,82,2,1359.34,3
14936,34,8,6495.9,1
14937,57,2,358.44000000000005,0
14944,30,12,2722.23,1
14946,14,1,100.9,0
14947,72,2,240.9,2
14948,23,6,1002.47,3
14950,19,1,321.4,0
14951,79,1,311.69,2
14952,60,6,1461.49,3
14953,25,1,285.67,0
14954,12,1,294.85,0
14957,253,1,58.49,2
14958,147,3,483.73,3
14959,64,4,641.34,3
14960,8,2,153.77,0
14961,11,9,5367.41,1
14962,271,1,56.5,2
14963,10,5,1150.69,1
14964,247,1,104.45,2
14965,96,1,471.59,2
14966,15,1,183.02,0
14967,50,1,30.0,2
14968,30,1,147.59,0
14970,68,1,189.11,2
14971,35,3,1097.98,3
14972,128,1,114.77,2
14973,107,3,483.33,3
14974,37,1,89.94,2
14975,57,1,91.57,2
14976,57,7,689.86,3
14978,72,5,1873.67,3
14981,246,1,102.12,2
14984,19,2,202.37,0
14985,198,2,292.01,2
14988,212,1,289.54,2
14995,39,2,231.98000000000002,0
14997,46,3,328.28,3
14998,170,2,371.07,2
15000,48,1,490.52,0
15002,116,4,1364.55,3
15004,147,1,1068.67,3
15005,16,28,6295.37,1
15006,51,1,480.38,0
15007,159,1,156.91,2
15009,12,3,1214.43,3
15010,36,1,308.94,0
15012,54,2,405.04,3
15014,43,2,175.17,0
15016,173,1,170.04,2
15017,34,1,125.58,0
15018,39,3,405.26,3
15019,267,1,252.81,2
15021,9,9,1830.27,1
15022,12,3,812.44,0
15023,3,11,5775.58,1
15024,10,9,1462.18,1
15025,33,1,361.96,0
15026,80,3,392.5,3
15027,31,4,534.55,3
15028,8,4,409.73,0
15030,268,1,51.0,2
15031,4,4,581.19,0
15032,256,3,339.1,2
15033,5,10,2409.16,1
15034,16,8,3409.01,1
15035,90,1,252.73000000000002,2
15036,72,3,429.56,3
15038,59,6,636.24,3
15039,10,46,13119.04,1
15041,170,1,179.93,2
15042,199,1,59.43,2
15044,19,17,6342.04,1
15045,152,2,79.96000000000001,2
15046,9,15,2065.09,1
15047,270,1,343.62,2
15048,65,4,381.0,3
15049,274,1,40.050000000000004,2
15050,25,3,909.01,3
15051,23,3,1203.96,3
15052,319,1,127.83,2
15053,5,3,643.95,0
15054,12,2,302.1,0
15057,275,2,202.8,2
15058,25,11,1887.14,1
15059,41,9,1337.72,1
15060,8,4,294.25,0
15061,4,32,2456.9700000000003,1
15062,71,4,909.86,3
15063,213,1,76.0,2
15065,38,4,2572.48,3
15066,53,1,690.59,0
15067,78,3,1266.6,3
15068,46,2,553.36,3
15069,179,1,1109.53,3
15071,94,2,334.87,2
15073,10,3,814.45,0
15074,105,1,735.67,2
15075,78,1,403.47,2
15076,173,1,830.45,2
15078,7,32,7400.1900000000005,1
15079,213,3,610.5600000000001,3
15081,22,5,504.8,3
15083,257,1,88.2,2
15087,282,1,246.46,2
15088,21,2,987.77,3
15089,10,6,2129.89,1
15090,308,1,381.32,2
15091,68,1,480.71,2
15092,215,2,457.81,2
15093,18,6,972.92,1
15095,104,4,730.5,3
15096,43,1,172.59,0
15097,4,1,248.08,0
15099,84,1,287.05,2
15101,9,2,110.05000000000001,0
15103,31,2,618.36,0
15104,197,2,993.54,3
15105,18,7,1536.51,1
15106,18,5,1382.92,3
15107,330,5,227.7,2
15108,142,3,1012.25,3
15109,246,1,484.95,2
15110,24,4,532.0,3
15111,29,3,1448.68,3
15113,10,2,858.77,0
15114,30,10,2629.16,1
15115,18,1,340.11,0
15116,18,4,683.72,3
15117,15,5,1199.78,1
15119,246,1,226.45,2
15120,134,1,279.27,2
15121,50,2,457.72,3
15122,114,3,1213.28,3
15123,7,2,1770.79,0
15124,23,2,184.19,0
15125,113,7,548.04,3
15127,66,1,260.13,2
15128,60,4,1380.4,3
15129,50,10,1241.98,1
15130,170,1,330.11,2
15132,18,5,806.8100000000001,3
15133,128,3,363.5,3
15134,15,8,1153.69,1
15135,239,1,139.05,2
15136,3,4,1189.5,1
15139,240,2,178.96,2
15140,52,7,1341.81,3
15142,46,1,395.24,0
15143,226,1,259.45,2
15144,8,16,2827.88,1
15145,4,4,1001.43,1
15146,165,2,1245.56,3
15147,240,1,484.9,2
15148,11,1,301.29,0
15149,134,1,348.90000000000003,2
15150,17,10,5250.53,1
15152,10,13,4495.58,1
15153,31,1,329.25,0
15154,75,1,254.28,2
15156,1,3,781.64,0
15157,4,3,1655.27,1
15158,45,1,93.96000000000001,2
15159,2,29,10641.54,1
15160,357,1,51.96000000000001,2
15163,18,2,235.17000000000002,0
15164,69,3,824.58,3
15165,373,1,487.75,2
15167,321,1,158.8,2
15168,26,1,58.86,0
15172,9,5,1542.45,1
15174,323,1,135.75,2
15175,72,1,224.14,2
15178,260,1,40.5,2
15179,18,3,1352.1100000000001,3
15180,367,1,87.5,2
15181,66,2,106.07999999999998,2
15182,154,2,622.85,3
15184,29,2,402.2,0
15185,70,1,230.72,2
15186,14,2,411.41,0
15187,2,10,1046.42,1
15189,4,28,1797.41,1
15192,120,3,697.32,3
15193,61,1,357.72,2
15194,3,15,4780.01,1
15197,11,3,437.61,0
15198,92,2,193.64,2
15199,236,2,81.75,2
